Date_and_time_of_unloading,Product_code,Amount,Sale_amount,Discount_amount,Profit,Percentage_markup,Discount_percentage
9/22/20 17:00,356,1,300,,223.5,292.16,
9/22/20 17:00,365,2,539.33,60.67,287.33,114.02,10.11
9/22/20 17:00,377,7,1211.2,118.8,554.53,84.45,8.93
9/22/20 17:00,380,1,300,,150,100,
9/22/20 17:00,381,1,240,60,137,133.01,20
9/22/20 17:00,481,4,1302.03,17.97,622.83,91.7,1.36
9/22/20 17:00,564,36,12000.52,479.48,3929.32,48.68,3.84
9/22/20 17:00,566,16,2892.01,787.99,1088.97,60.4,21.41
9/22/20 17:00,591,4,600,,390,185.71,
9/22/20 17:00,643,3,754.02,55.98,364.77,93.71,6.91
9/22/20 17:00,646,8,1791.57,448.43,751.57,72.27,20.02
9/22/20 17:00,653,6,1888.82,211.18,1100.9,139.72,10.06
9/22/20 17:00,717,7,1598.87,151.13,1598.87,,8.64
9/22/20 17:00,816,1,295,75,147.69,100.26,20.27
9/22/20 17:00,856,1,319.78,80.22,101.78,46.69,20.06
9/22/20 17:00,898,2,700,,700,,
9/22/20 17:00,899,4,1293.18,106.82,1293.18,,7.63
9/22/20 17:00,1057,6,1640,340,767.3,87.92,17.17
9/22/20 17:00,1181,1,264,66,87,49.15,20
9/22/20 17:00,1210,1,330,,172,108.86,
9/22/20 17:00,1216,1,765,85,288,60.38,10
9/22/20 17:00,1217,1,180,,99.17,122.69,
9/22/20 17:00,1374,2.25,1495,35,857.12,134.37,2.29
9/22/20 17:00,1590,1,295,75,101.25,52.26,20.27
9/22/20 17:00,1749,4,810,70,394.64,95.01,7.95
9/22/20 17:00,1778,1,278.64,71.36,88.64,46.65,20.39
9/22/20 17:00,1782,2.25,1865,115,857.23,85.06,5.81
9/22/20 17:00,1809,5,1596.03,53.97,939.43,143.07,3.27
9/22/20 17:00,1824,1,300,,160,114.29,
9/22/20 17:00,1860,2.5,2491.47,108.53,1234.72,98.25,4.17
9/22/20 17:00,1889,1,400,,-1.65,-0.41,
9/22/20 17:00,1947,6,1156.76,163.24,516.02,80.54,12.37
9/22/20 17:00,2002,1,220,60,100,83.33,21.43
9/22/20 17:00,2005,2,437.12,82.88,217.12,98.69,15.94
9/22/20 17:00,2016,14,2183.55,476.45,928.03,73.92,17.91
9/22/20 17:00,2057,2,645.45,194.55,201.45,45.37,23.16
9/22/20 17:00,2091,5,2314.24,85.76,1414.24,157.14,3.57
9/22/20 17:00,2104,1,180,20,180,,10
9/22/20 17:00,2147,3,787.26,202.74,427.26,118.68,20.48
9/22/20 17:00,2157,20,4800,,528.4,12.37,
9/22/20 17:00,2241,1.25,1534.92,65.08,629.92,69.6,4.07
9/22/20 17:00,2271,6,1197.63,302.37,597.63,99.61,20.16
9/22/20 17:00,2320,2,557.72,102.28,225.72,67.99,15.5
9/22/20 17:00,2342,3,788.37,201.63,278.37,54.58,20.37
9/22/20 17:00,2417,1.25,1075.1,124.9,450.1,72.02,10.41
9/22/20 17:00,2426,1,400,,190,90.48,
9/22/20 17:00,2429,2,700,40,464.7,197.49,5.41
9/22/20 17:00,2443,5.625,3923.32,126.68,2429.88,162.7,3.13
9/22/20 17:00,2445,0.25,174.57,45.43,63.26,56.83,20.65
9/22/20 17:00,2455,4.5,2189.29,330.71,1289.29,143.25,13.12
9/22/20 17:00,2486,1,269.44,30.56,152.44,130.29,10.19
9/22/20 17:00,2498,1.75,2199.99,250.01,808.74,58.13,10.2
9/22/20 17:00,2526,2.25,1350,,870.35,181.46,
9/22/20 17:00,2532,3,644.55,75.45,324.18,101.19,10.48
9/22/20 17:00,2546,6.75,3422.07,357.93,1937.07,130.44,9.47
9/22/20 17:00,2560,3,787.48,202.52,277.48,54.41,20.46
9/22/20 17:00,2561,5.75,3254.71,195.29,1644.71,102.16,5.66
9/22/20 17:00,2572,0.5,2.36,257.64,-107.64,-97.85,99.09
9/22/20 17:00,2574,2.5,1256.67,143.33,798.34,174.18,10.24
9/22/20 17:00,2581,1,170,10,30,21.43,5.56
9/22/20 17:00,2621,2,1920,160,848.29,79.15,7.69
9/22/20 17:00,2624,2,900,,451.02,100.45,
9/22/20 17:00,2627,0.75,725,55,296.15,69.06,7.05
9/22/20 17:00,2629,1.25,1098.53,151.47,473.75,75.83,12.12
9/22/20 17:00,2631,2,990.48,249.52,319.72,47.67,20.12
9/22/20 17:00,2633,0.25,220,60,77.29,54.16,21.43
9/22/20 17:00,2636,3.5,2826.41,533.59,1243.32,78.54,15.88
9/22/20 17:00,2640,1,1081.29,468.71,253.4,30.61,30.24
9/22/20 17:00,2655,4,880,,436.68,98.5,
9/22/20 17:00,2658,4,1254,66,614,95.94,5
9/22/20 17:00,2664,6.75,3215.56,24.44,2135.56,197.74,0.75
9/22/20 17:00,2674,2,526.38,133.62,206.38,64.49,20.25
9/22/20 17:00,2679,2.5,2504.49,195.51,1041.99,71.25,7.24
9/22/20 17:00,2681,1.25,1226.92,173.08,460.67,60.12,12.36
9/22/20 17:00,2706,1,360,40,169,88.48,10
9/22/20 17:00,2732,4.5,2324.33,375.67,1019.33,78.11,13.91
9/22/20 17:00,2733,3,631.77,178.23,271.77,75.49,22
9/22/20 17:00,2740,1,400,,195,95.12,
9/22/20 17:00,2748,3,786.62,203.38,306.62,63.88,20.54
9/22/20 17:00,2749,4,1063.78,56.22,543.78,104.57,5.02
9/22/20 17:00,2753,1,335,85,119,55.09,20.24
9/22/20 17:00,2775,5.75,4005,135,2510,167.89,3.26
9/22/20 17:00,2784,2.25,1542.5,77.5,833.75,117.64,4.78
9/22/20 17:00,2790,5.75,3374.43,75.57,2310.68,217.22,2.19
9/22/20 17:00,2791,1,191.71,48.29,70.17,57.73,20.12
9/22/20 17:00,2792,2,1376,384,566,69.88,21.82
9/22/20 17:00,2794,1,495,55,215,76.79,10
9/23/20 17:00,130,1,280,50,131,87.92,15.15
9/23/20 17:00,135,1,350,,177,102.31,
9/23/20 17:00,137,1,420,,177,72.84,
9/23/20 17:00,236,9,2660,580,921.65,53.02,17.9
9/23/20 17:00,238,1,260,70,95.62,58.17,21.21
9/23/20 17:00,276,1,350,,197.78,129.93,
9/23/20 17:00,296,3,510,60,228.57,81.22,10.53
9/23/20 17:00,298,1,190,,100.32,111.86,
9/23/20 17:00,299,1,170,20,80.32,89.56,10.53
9/23/20 17:00,310,6.5,4601.32,78.68,2326.32,102.26,1.68
9/23/20 17:00,328,3,1095,585,390,55.32,34.82
9/23/20 17:00,333,5.75,2524.72,235.28,1493.4,144.8,8.52
9/23/20 17:00,364,1,314.58,35.42,179.58,133.02,10.12
9/23/20 17:00,380,4,1200,,600,100,
9/23/20 17:00,519,5,958.16,41.84,958.16,,4.18
9/23/20 17:00,564,1.75,825,15,432.65,110.27,1.79
9/23/20 17:00,566,2,410,50,184.62,81.91,10.87
9/23/20 17:00,591,7,898.6,151.4,531.1,144.52,14.42
9/23/20 17:00,643,1,270,,140.25,108.09,
9/23/20 17:00,646,1,223.71,56.29,93.71,72.08,20.1
9/23/20 17:00,717,4,848.42,151.58,848.42,,15.16
9/23/20 17:00,789,1,350,,350,,
9/23/20 17:00,898,3,1015,35,1015,,3.33
9/23/20 17:00,1057,2,600,,309.1,106.26,
9/23/20 17:00,1059,1,480,,307,177.46,
9/23/20 17:00,1092,2,600,,344.44,134.78,
9/23/20 17:00,1198,1,500,,240,92.31,
9/23/20 17:00,1374,0.75,475,35,262.38,123.4,6.86
9/23/20 17:00,1590,3,996.27,113.73,415.02,71.4,10.25
9/23/20 17:00,1622,1,390,,177.57,83.59,
9/23/20 17:00,1745,2,360,,210.14,140.22,
9/23/20 17:00,1778,1,350,,160,84.21,
9/23/20 17:00,1782,1.5,1320,,648.15,96.47,
9/23/20 17:00,1860,0.5,460,60,208.65,83.01,11.54
9/23/20 17:00,1888,1,335,85,109,48.23,20.24
9/23/20 17:00,1947,1,220,,113.21,106.01,
9/23/20 17:00,1959,1,330,,161.07,95.35,
9/23/20 17:00,1979,1,240,60,127.22,112.8,20
9/23/20 17:00,2014,1,330,,177,115.69,
9/23/20 17:00,2025,1,350,,200,133.33,
9/23/20 17:00,2086,1,263.66,66.34,103.66,64.79,20.1
9/23/20 17:00,2091,7.15,3365,67,2078,161.46,1.95
9/23/20 17:00,2094,5,1650,,885,115.69,
9/23/20 17:00,2104,2,400,,400,,
9/23/20 17:00,2216,1,360,40,158,78.22,10
9/23/20 17:00,2279,1,200,50,78.7,64.88,20
9/23/20 17:00,2318,1,330,,165,100,
9/23/20 17:00,2342,1,330,,160,94.12,
9/23/20 17:00,2392,0.5,240,,150.32,167.62,
9/23/20 17:00,2417,1,912,48,412,82.4,5
9/23/20 17:00,2443,3.25,1905,435,1042.13,120.77,18.59
9/23/20 17:00,2455,2.25,1085,175,635,141.11,13.89
9/23/20 17:00,2456,1,1200,,525,77.78,
9/23/20 17:00,2498,0.75,873.25,176.75,277,46.46,16.83
9/23/20 17:00,2555,3,650,100,320,96.97,13.33
9/23/20 17:00,2561,4.5,2412.03,287.97,1152.03,91.43,10.67
9/23/20 17:00,2572,2.5,1243.07,56.93,693.07,126.01,4.38
9/23/20 17:00,2574,3,1530,150,980.01,178.19,8.93
9/23/20 17:00,2583,1,195,135,69.72,55.65,40.91
9/23/20 17:00,2598,2,500,,280,127.27,
9/23/20 17:00,2621,2.75,2580.3,279.7,1106.72,75.1,9.78
9/23/20 17:00,2624,1,450,,225.51,100.45,
9/23/20 17:00,2627,0.5,468,52,182.1,63.69,10
9/23/20 17:00,2629,3,2849.7,150.3,1350.24,90.05,5.01
9/23/20 17:00,2630,1,376.46,43.54,165.22,78.21,10.37
9/23/20 17:00,2633,1,1000,120,429.14,75.17,10.71
9/23/20 17:00,2636,2,1820,100,915.38,101.19,5.21
9/23/20 17:00,2655,3,510,150,177.51,53.39,22.73
9/23/20 17:00,2664,0.5,240,,160,200,
9/23/20 17:00,2679,2,2105,55,935,79.91,2.55
9/23/20 17:00,2681,0.75,667.03,172.97,207.28,45.09,20.59
9/23/20 17:00,2699,1,480,,250,108.7,
9/23/20 17:00,2704,1,191.63,288.37,-65.37,-25.44,60.08
9/23/20 17:00,2705,1,191.63,288.37,-64.37,-25.14,60.08
9/23/20 17:00,2731,1,300,,165,122.22,
9/23/20 17:00,2734,2,500,60,220,78.57,10.71
9/23/20 17:00,2740,1,358.54,41.46,153.54,74.9,10.37
9/23/20 17:00,2742,2,810,90,352,76.86,10
9/23/20 17:00,2748,3,721.74,268.26,241.74,50.36,27.1
9/23/20 17:00,2749,1,280,,150,115.38,
9/23/20 17:00,2750,7.5,3269.14,930.86,1469.14,81.62,22.16
9/23/20 17:00,2775,0.5,180,180,50,38.46,50
9/23/20 17:00,2784,1.25,900,,506.25,128.57,
9/23/20 17:00,2790,2.25,1273.54,76.46,857.29,205.96,5.66
9/23/20 17:00,2792,1.5,1206.5,113.5,599,98.6,8.6
9/23/20 17:00,2794,1,550,,270,96.43,
9/23/20 17:00,2800,2,1001,119,561,127.5,10.63
9/24/20 18:00,129,1,350,,164,88.17,
9/24/20 18:00,131,1,230.95,99.05,76.95,49.97,30.02
9/24/20 18:00,132,1,370,,182,96.81,
9/24/20 18:00,133,3,1052.95,117.05,458.95,77.26,10
9/24/20 18:00,135,1,350,,177,102.31,
9/24/20 18:00,139,1,244.95,105.05,105.95,76.22,30.01
9/24/20 18:00,216,1,230,,122,112.96,
9/24/20 18:00,236,2,645,75,258.7,66.97,10.42
9/24/20 18:00,282,2,700,40,392.76,127.83,5.41
9/24/20 18:00,296,1,150,40,56.19,59.9,21.05
9/24/20 18:00,299,3,510.12,59.88,241.08,89.61,10.51
9/24/20 18:00,310,3.75,2625.97,74.03,1195.34,83.55,2.74
9/24/20 18:00,328,0.5,195.96,84.04,78.46,66.77,30.01
9/24/20 18:00,356,3,809.73,90.27,580.23,252.82,10.03
9/24/20 18:00,365,3,900,,522,138.1,
9/24/20 18:00,377,2,360,20,172.38,91.88,5.26
9/24/20 18:00,380,2,600,,300,100,
9/24/20 18:00,436,2,1539.85,660.15,490.09,46.69,30.01
9/24/20 18:00,443,1,945,405,243,34.62,30
9/24/20 18:00,457,3,839.92,210.08,358.18,74.35,20.01
9/24/20 18:00,478,1,330,,177,115.69,
9/24/20 18:00,481,1,330,,213,182.05,
9/24/20 18:00,519,2,400,,400,,
9/24/20 18:00,520,1,250,,135,117.39,
9/24/20 18:00,539,1,420,,200,90.91,
9/24/20 18:00,564,1.25,575,25,294.75,105.17,4.17
9/24/20 18:00,591,3,450,,292.5,185.71,
9/24/20 18:00,653,3,1050,,656.04,166.52,
9/24/20 18:00,717,4,974.14,25.86,974.14,,2.59
9/24/20 18:00,826,1,210,90,70.83,50.89,30
9/24/20 18:00,895,1,263.18,66.82,119.23,82.83,20.25
9/24/20 18:00,1215,1,700,,326.5,87.42,
9/24/20 18:00,1374,1.25,737.95,112.05,383.57,108.24,13.18
9/24/20 18:00,1433,1,270,30,125,86.21,10
9/24/20 18:00,1622,1,311.46,78.54,99.03,46.62,20.14
9/24/20 18:00,1749,2,395,45,187.32,90.2,10.23
9/24/20 18:00,1824,1,269.72,30.28,129.72,92.66,10.09
9/24/20 18:00,1860,1.5,1295.89,264.11,541.84,71.86,16.93
9/24/20 18:00,1863,2,640,,380.8,146.91,
9/24/20 18:00,1890,1,349.93,150.07,79.53,29.41,30.01
9/24/20 18:00,1917,1,258.95,111.05,89.52,52.84,30.01
9/24/20 18:00,1947,2,390,50,176.42,82.6,11.36
9/24/20 18:00,1995,2,474.77,25.23,262.29,123.44,5.05
9/24/20 18:00,2014,1,330,,177,115.69,
9/24/20 18:00,2057,1,420,,198,89.19,
9/24/20 18:00,2091,3,1307.31,132.69,767.31,142.09,9.21
9/24/20 18:00,2114,1,195,25,95,95,11.36
9/24/20 18:00,2143,1,300,,300,,
9/24/20 18:00,2147,2,559.04,100.96,319.04,132.93,15.3
9/24/20 18:00,2154,1,300,,165,122.22,
9/24/20 18:00,2268,1,314.94,135.06,88.94,39.35,30.01
9/24/20 18:00,2271,1,250,,150,150,
9/24/20 18:00,2291,1,330,,180,120,
9/24/20 18:00,2355,1,750,,365.65,95.13,
9/24/20 18:00,2386,1,804.84,345.16,154.84,23.82,30.01
9/24/20 18:00,2392,4.75,2090,190,1238.04,145.32,8.33
9/24/20 18:00,2417,0.25,240,,115,92,
9/24/20 18:00,2429,1,330,40,212.35,180.49,10.81
9/24/20 18:00,2440,1,419.92,180.08,139.92,49.97,30.01
9/24/20 18:00,2441,1,454.91,195.09,144.91,46.75,30.01
9/24/20 18:00,2443,1,720,,454.5,171.19,
9/24/20 18:00,2445,0.125,76.98,33.02,21.32,38.3,30.02
9/24/20 18:00,2455,0.25,140,,90,180,
9/24/20 18:00,2465,1,1120,480,418,59.54,30
9/24/20 18:00,2498,0.5,663.89,36.11,266.39,67.02,5.16
9/24/20 18:00,2510,1,447.91,192.09,97.91,27.97,30.01
9/24/20 18:00,2513,1,419.92,180.08,89.92,27.25,30.01
9/24/20 18:00,2519,1,335.93,144.07,75.93,29.2,30.01
9/24/20 18:00,2523,3,780,60,394.98,102.59,7.14
9/24/20 18:00,2531,1,380,260,25,7.04,40.63
9/24/20 18:00,2532,2,429.5,50.5,215.92,101.1,10.52
9/24/20 18:00,2560,2,520,140,180,52.94,21.21
9/24/20 18:00,2561,1.5,780,120,360,85.71,13.33
9/24/20 18:00,2565,1,349.93,150.07,100.93,40.53,30.01
9/24/20 18:00,2572,1.25,625,25,350,127.27,3.85
9/24/20 18:00,2574,1.75,921.11,58.89,600.28,187.1,6.01
9/24/20 18:00,2577,1,180,,40,28.57,
9/24/20 18:00,2580,1,180,,40,28.57,
9/24/20 18:00,2583,1,263.54,66.46,138.26,110.36,20.14
9/24/20 18:00,2597,1,250,,140,127.27,
9/24/20 18:00,2621,1.25,1060.4,239.6,390.6,58.32,18.43
9/24/20 18:00,2627,0.5,520,,234.09,81.88,
9/24/20 18:00,2629,0.75,598.49,151.51,223.62,59.65,20.2
9/24/20 18:00,2633,0.25,280,,137.29,96.2,
9/24/20 18:00,2636,0.5,455.78,24.22,229.62,101.53,5.05
9/24/20 18:00,2655,2,295,145,73.34,33.09,32.95
9/24/20 18:00,2664,0.5,240,,160,200,
9/24/20 18:00,2674,2,520,140,200,62.5,21.21
9/24/20 18:00,2679,0.625,574.48,100.52,208.85,57.12,14.89
9/24/20 18:00,2681,0.25,280,,126.75,82.71,
9/24/20 18:00,2690,1,293.94,126.06,68.94,30.64,30.01
9/24/20 18:00,2698,1,349.93,150.07,79.93,29.6,30.01
9/24/20 18:00,2714,2,768.64,331.36,178.64,30.28,30.12
9/24/20 18:00,2717,1,349.93,150.07,85.93,32.55,30.01
9/24/20 18:00,2731,1,240,60,105,77.78,20
9/24/20 18:00,2734,1,250,30,110,78.57,10.71
9/24/20 18:00,2742,1,314.94,135.06,85.94,37.53,30.01
9/24/20 18:00,2750,2.25,1140,120,600,111.11,9.52
9/24/20 18:00,2759,1,1049.79,450.21,249.79,31.22,30.01
9/24/20 18:00,2767,1,251.95,108.05,62.95,33.31,30.01
9/24/20 18:00,2769,1,390,,185,90.24,
9/24/20 18:00,2775,5,3167.92,432.08,1867.92,143.69,12
9/24/20 18:00,2778,1,244.95,105.05,69.95,39.97,30.01
9/24/20 18:00,2782,2,524.95,175.05,130.95,33.24,25.01
9/24/20 18:00,2784,2.75,1980,,1113.75,128.57,
9/24/20 18:00,2790,2.5,1476.67,23.33,1014.17,219.28,1.56
9/24/20 18:00,2792,2.375,1674.92,415.08,713.04,74.13,19.86
9/24/20 18:00,2794,1,384.92,165.08,104.92,37.47,30.01
9/24/20 18:00,2795,2,446.34,113.66,176.34,65.31,20.3
9/25/20 17:00,236,3,1005,75,425.55,73.44,6.94
9/25/20 17:00,239,1,294.49,75.51,81.49,38.26,20.41
9/25/20 17:00,298,1,169.64,20.36,79.96,89.16,10.72
9/25/20 17:00,299,3,570,,300.96,111.86,
9/25/20 17:00,310,1.5,1020,60,427.5,72.15,5.56
9/25/20 17:00,328,1.75,930,50,518.75,126.14,5.1
9/25/20 17:00,356,2,600,,447,292.16,
9/25/20 17:00,380,1,300,,150,100,
9/25/20 17:00,478,1,330,,177,115.69,
9/25/20 17:00,481,2,660,,426,182.05,
9/25/20 17:00,519,5,1000,,1000,,
9/25/20 17:00,537,2,540,,260,92.86,
9/25/20 17:00,539,2,840,,400,90.91,
9/25/20 17:00,564,1.5,720,,383.7,114.09,
9/25/20 17:00,566,2,460,,234.62,104.1,
9/25/20 17:00,591,1,141.78,8.22,89.28,170.06,5.48
9/25/20 17:00,643,2,485,55,225.5,86.9,10.19
9/25/20 17:00,646,1,222.62,57.38,92.62,71.25,20.49
9/25/20 17:00,717,3.5,810.18,64.82,810.18,,7.41
9/25/20 17:00,1374,1.25,760,90,405.63,114.47,10.59
9/25/20 17:00,1590,2,660.36,79.64,272.86,70.42,10.76
9/25/20 17:00,1745,1,180,,105.07,140.22,
9/25/20 17:00,1782,0.25,175,45,63.02,56.28,20.45
9/25/20 17:00,1860,1.125,1004.74,165.26,439.2,77.66,14.12
9/25/20 17:00,1863,1,300,20,170.4,131.48,6.25
9/25/20 17:00,1947,1,220,,113.21,106.01,
9/25/20 17:00,2086,1,262.65,67.35,102.65,64.16,20.41
9/25/20 17:00,2091,0.25,96,24,51,113.33,20
9/25/20 17:00,2104,1.5,280,20,280,,6.67
9/25/20 17:00,2143,3,838.64,61.36,838.64,,6.82
9/25/20 17:00,2147,2,624.84,35.16,384.84,160.35,5.33
9/25/20 17:00,2154,1,240,60,105,77.78,20
9/25/20 17:00,2271,1,225,25,125,125,10
9/25/20 17:00,2319,1,350,,160,84.21,
9/25/20 17:00,2392,2,885,75,526.28,146.71,7.81
9/25/20 17:00,2417,1.25,1159.93,40.07,534.93,85.59,3.34
9/25/20 17:00,2443,1.75,1180,80,715.38,153.97,6.35
9/25/20 17:00,2445,1.5,1229.17,90.83,561.3,84.04,6.88
9/25/20 17:00,2455,0.25,140,,90,180,
9/25/20 17:00,2532,2,380,100,166.42,77.92,20.83
9/25/20 17:00,2561,0.5,270,30,130,92.86,10
9/25/20 17:00,2572,1.25,600,50,325,118.18,7.69
9/25/20 17:00,2574,2,1075.83,44.17,709.18,193.42,3.94
9/25/20 17:00,2577,3,539.17,0.83,119.17,28.37,0.15
9/25/20 17:00,2583,3,951.92,38.08,576.08,153.28,3.85
9/25/20 17:00,2621,0.75,695,85,293.12,72.94,10.9
9/25/20 17:00,2624,1,450,,225.51,100.45,
9/25/20 17:00,2627,0.25,260,,117.05,81.88,
9/25/20 17:00,2629,1,923.72,76.28,423.91,84.81,7.63
9/25/20 17:00,2633,0.25,250,30,107.28,75.17,10.71
9/25/20 17:00,2636,1.25,1125.43,74.57,560.04,99.05,6.21
9/25/20 17:00,2681,0.25,250,30,96.75,63.13,10.71
9/25/20 17:00,2701,1,400,,101,33.78,
9/25/20 17:00,2703,1,450,,211,88.28,
9/25/20 17:00,2748,1,262.38,67.62,102.38,63.99,20.49
9/25/20 17:00,2749,1,250.83,29.17,120.83,92.95,10.42
9/25/20 17:00,2750,1.75,862.64,117.36,442.64,105.39,11.98
9/25/20 17:00,2775,4.5,3148.37,91.63,1978.37,169.09,2.83
9/25/20 17:00,2782,1,315,35,118,59.9,10
9/25/20 17:00,2783,1,280,70,83,42.13,20
9/25/20 17:00,2784,2,1440,,810,128.57,
9/25/20 17:00,2789,1,197.08,22.92,78.08,65.61,10.42
9/25/20 17:00,2790,1.25,725,25,493.75,213.51,3.33
9/25/20 17:00,2792,2.25,1704.57,275.43,793.32,87.06,13.91
9/25/20 17:00,2795,2,473.02,86.98,203.02,75.19,15.53
9/25/20 17:00,2800,0.75,375,45,210,127.27,10.71
9/26/20 19:00,131,1,330,,176,114.29,
9/26/20 19:00,236,5,1726.36,73.64,760.61,78.76,4.09
9/26/20 19:00,296,1,170,20,76.19,81.22,10.53
9/26/20 19:00,298,4,760,,401.28,111.86,
9/26/20 19:00,299,4,740,20,381.28,106.29,2.63
9/26/20 19:00,310,2.75,1831.36,148.64,745.11,68.59,7.51
9/26/20 19:00,328,2.5,1280,120,692.5,117.87,8.57
9/26/20 19:00,377,3,559.64,10.36,278.21,98.86,1.82
9/26/20 19:00,380,1,300,,150,100,
9/26/20 19:00,381,1,300,,197,191.26,
9/26/20 19:00,481,1,330,,213,182.05,
9/26/20 19:00,519,1,200,,200,,
9/26/20 19:00,564,2,895,65,446.6,99.6,6.77
9/26/20 19:00,566,1,230,,117.31,104.1,
9/26/20 19:00,579,1,650,,344,112.42,
9/26/20 19:00,591,2,300,,195,185.71,
9/26/20 19:00,643,2,481.44,58.56,221.94,85.53,10.84
9/26/20 19:00,717,9,2008.26,241.74,2008.26,,10.74
9/26/20 19:00,816,2,480.56,259.44,185.94,63.11,35.06
9/26/20 19:00,825,1,195,105,82.22,72.9,35
9/26/20 19:00,856,1,319.73,80.27,101.73,46.67,20.07
9/26/20 19:00,1019,0.25,130,70,57.38,79.01,35
9/26/20 19:00,1374,1.5,921.73,98.27,496.48,116.75,9.63
9/26/20 19:00,1472,1,300,,115,62.16,
9/26/20 19:00,1590,1,313.08,56.92,119.33,61.59,15.38
9/26/20 19:00,1594,0.5,340,,209.5,160.54,
9/26/20 19:00,1749,1,220,,116.16,111.86,
9/26/20 19:00,1809,1,330,,198.68,151.29,
9/26/20 19:00,1860,0.75,740,40,362.98,96.28,5.13
9/26/20 19:00,1947,2,370,70,156.42,73.24,15.91
9/26/20 19:00,1959,5,1615,35,770.35,91.2,2.12
9/26/20 19:00,1995,3,725,25,406.28,127.47,3.33
9/26/20 19:00,2002,1,195,85,75,62.5,30.36
9/26/20 19:00,2016,5,890,60,441.6,98.48,6.32
9/26/20 19:00,2104,1,200,,200,,
9/26/20 19:00,2147,1,330,,210,175,
9/26/20 19:00,2157,2,830,130,402.84,94.31,13.54
9/26/20 19:00,2271,4,950,50,550,137.5,5
9/26/20 19:00,2392,3,1390,50,851.92,158.33,3.47
9/26/20 19:00,2443,7.5,5400,,3408.75,171.19,
9/26/20 19:00,2455,1.75,915,65,565,161.43,6.63
9/26/20 19:00,2512,1,439.63,110.37,149.63,51.6,20.07
9/26/20 19:00,2519,1,480,,220,84.62,
9/26/20 19:00,2524,3,900,,465,106.9,
9/26/20 19:00,2532,1,200,40,93.21,87.28,16.67
9/26/20 19:00,2555,1,200,50,90,81.82,20
9/26/20 19:00,2561,2.75,1526.92,123.08,756.92,98.3,7.46
9/26/20 19:00,2574,0.75,359,61,221.51,161.11,14.52
9/26/20 19:00,2577,2,360,,80,28.57,
9/26/20 19:00,2597,2,425,75,205,93.18,15
9/26/20 19:00,2598,6,1305,195,645,97.73,13
9/26/20 19:00,2611,1,240.28,129.72,45.28,23.22,35.06
9/26/20 19:00,2616,1,303.74,76.26,113.06,59.29,20.07
9/26/20 19:00,2621,0.5,520,,252.07,94.08,
9/26/20 19:00,2624,1,292.23,157.77,67.74,30.18,35.06
9/26/20 19:00,2629,0.5,500,,250.09,100.07,
9/26/20 19:00,2633,0.5,530,30,244.57,85.68,5.36
9/26/20 19:00,2636,1.75,1530,150,738.47,93.3,8.93
9/26/20 19:00,2664,3.25,1550,10,1030,198.08,0.64
9/26/20 19:00,2681,0.5,470,90,163.5,53.34,16.07
9/26/20 19:00,2703,1,292.23,157.77,53.23,22.27,35.06
9/26/20 19:00,2705,1,380,100,124,48.44,20.83
9/26/20 19:00,2731,2,508.64,91.36,238.64,88.39,15.23
9/26/20 19:00,2734,4,975,145,415,74.11,12.95
9/26/20 19:00,2748,1,295,35,135,84.38,10.61
9/26/20 19:00,2750,1,530,30,290,120.83,5.36
9/26/20 19:00,2775,0.5,330,30,200,153.85,8.33
9/26/20 19:00,2784,2.25,1580,40,871.25,122.93,2.47
9/26/20 19:00,2787,1,695.08,104.92,315.08,82.92,13.12
9/26/20 19:00,2790,2.75,1535,115,1026.25,201.72,6.97
9/26/20 19:00,2791,3,670,50,305.38,83.75,6.94
9/26/20 19:00,2792,4.25,3226.43,513.57,1505.18,87.45,13.73
9/26/20 19:00,2795,1,220,60,85,62.96,21.43
9/26/20 19:00,2796,3.25,1618.66,201.34,834.6,106.45,11.06
9/26/20 19:00,2799,2.5,1325,75,787.5,146.51,5.36
9/26/20 19:00,2800,2.5,1175,225,625,113.64,16.07
9/27/20 16:00,133,1,349.76,40.24,151.76,76.65,10.32
9/27/20 16:00,236,4,1150,290,377.4,48.85,20.14
9/27/20 16:00,294,1,440,110,141,47.16,20
9/27/20 16:00,298,4,760,,401.28,111.86,
9/27/20 16:00,299,3,527.1,42.9,258.06,95.92,7.53
9/27/20 16:00,310,0.75,480,60,183.75,62.03,11.11
9/27/20 16:00,328,2.5,1281.77,118.23,694.27,118.17,8.45
9/27/20 16:00,364,1,350,,215,159.26,
9/27/20 16:00,377,4,625.34,134.66,250.1,66.65,17.72
9/27/20 16:00,380,2,600,,300,100,
9/27/20 16:00,481,2,590,70,356,152.14,10.61
9/27/20 16:00,519,3,589.62,10.38,589.62,,1.73
9/27/20 16:00,520,1,198.63,51.37,83.63,72.72,20.55
9/27/20 16:00,537,1,270,,130,92.86,
9/27/20 16:00,566,3,595.29,94.71,257.22,76.08,13.73
9/27/20 16:00,591,3,450,,292.5,185.71,
9/27/20 16:00,646,1,250,30,120,92.31,10.71
9/27/20 16:00,899,1,350,,350,,
9/27/20 16:00,965,1,250,,135,117.39,
9/27/20 16:00,1216,1,850,,373,78.2,
9/27/20 16:00,1374,2.5,1660,40,951.25,134.22,2.35
9/27/20 16:00,1433,1,270,30,125,86.21,10
9/27/20 16:00,1594,7.75,5252.36,17.64,3243.34,161.44,0.33
9/27/20 16:00,1624,1,370,,175.67,90.4,
